"longitude","latitude"
-122.46763,47.49515
-122.47044,47.49627
-122.47291,47.49724
-122.47456,47.49788
-122.47565,47.49829
-122.47847,47.49939
-122.48067,47.50026
-122.48643,47.50251
-122.48925,47.50358
-122.49783,47.50694
-122.50918,47.51135
-122.51163,47.5123
-122.53355,47.5208
-122.55043,47.52736
-122.55179,47.52793
-122.55318,47.52846
-122.55592,47.52951
-122.57645,47.53743
-122.5792,47.53853
-122.58696,47.5415
-122.59559,47.54482
-122.31594,47.63351
-122.13027,47.66277
-122.13068,47.66835
-122.11747,47.78508
-122.31431,47.73169
-122.31438,47.72736
-122.31443,47.72649
-122.31443,47.72552
-122.3145,47.72424
-122.31491,47.71454
-122.31572,47.69807
-122.31601,47.68831
-122.31607,47.68732
-122.31621,47.68178
-122.4977,47.83834
-122.49516,47.83294
-122.31621,47.6727
-122.49171,47.82553
-122.15093,47.56228
-122.49083,47.82367
-122.15073,47.56425
-122.48995,47.82176
-122.1505,47.56624
-122.48918,47.82009
-122.15032,47.56792
-122.48836,47.81836
-122.15008,47.56992
-122.48742,47.81646
-122.14987,47.57173
-122.48636,47.81422
-122.48601,47.81348
-122.48566,47.81269
-122.1495,47.5752
-122.48513,47.81158
-122.4846,47.81045
-122.48425,47.80971
-122.48383,47.80878
-122.48341,47.80783
-122.48284,47.80668
-122.48178,47.80445
-122.48143,47.80366
-122.48108,47.80291
-122.14847,47.5843
-122.48019,47.80106
-122.47932,47.79914
-122.14797,47.58816
-122.4789,47.79826
-122.47854,47.79751
-122.14783,47.58965
-122.47756,47.79537
-122.14758,47.59167
-122.47662,47.79346
-122.14737,47.59351
-122.47573,47.79146
-122.14691,47.59734
-122.47414,47.78815
-122.14675,47.599
-122.14655,47.60083
-122.14627,47.60266
-122.46989,47.77913
-122.14565,47.6082
-122.46851,47.77611
-122.14543,47.60986
-122.46798,47.77493
-122.14529,47.61135
-122.46763,47.77419
-122.46721,47.7733
-122.46673,47.77231
-122.14501,47.61354
-122.46622,47.77116
-122.14487,47.61503
-122.46587,47.77042
-122.46494,47.76851
-122.46426,47.767
-122.46333,47.76511
-122.46281,47.76398
-122.14402,47.62243
-122.46247,47.7632
-122.46206,47.76237
-122.14387,47.62408
-122.46157,47.76134
-122.46122,47.76055
-122.46069,47.75945
-122.14366,47.62592
-122.46027,47.75862
-122.14346,47.62759
-122.45981,47.75752
-122.14332,47.62871
-122.14325,47.62946
-122.4589,47.75569
-122.14318,47.63036
-122.45856,47.75491
-122.45821,47.75418
-122.14304,47.6315
-122.45712,47.7518
-122.45677,47.75102
-122.45643,47.75038
-122.45551,47.7484
-122.45506,47.74736
-122.45457,47.74644
-122.45375,47.74458
-122.14205,47.64054
-122.45286,47.74274
-122.45192,47.74076
-122.1416,47.64445
-122.45142,47.73967
-122.45114,47.73903
-122.14135,47.64649
-122.14114,47.64873
-122.14093,47.65059
-122.44847,47.73331
-122.14071,47.65224
-122.44805,47.73252
-122.44757,47.73148
-122.44723,47.7307
-122.1405,47.65432
-122.44682,47.72983
-122.14029,47.65581
-122.44636,47.72885
-122.44601,47.72805
-122.14009,47.65782
-122.44537,47.72676
-122.44488,47.72577
-122.13988,47.65933
-122.44453,47.72489
-122.444,47.72392
-122.13968,47.66158
-122.13947,47.66345
-122.44263,47.72086
-122.44228,47.72012
-122.13927,47.66533
-122.44194,47.71935
-122.13913,47.66643
-122.13906,47.66721
-122.4403,47.71595
-122.13846,47.67224
-122.13831,47.67393
-122.1381,47.67581
-122.43693,47.70877
-122.1379,47.6775
-122.43601,47.70678
-122.13769,47.67941
-122.13747,47.68127
-122.13728,47.68332
-122.13663,47.68918
-122.42986,47.69362
-122.13638,47.69124
-122.42896,47.69165
-122.136,47.69482
-122.42791,47.68951
-122.1359,47.69577
-122.13577,47.69691
-122.42685,47.68723
-122.13557,47.69859
-122.42615,47.68574
-122.13536,47.70045
-122.42525,47.68387
-122.13508,47.70255
-122.42422,47.68158
-122.13487,47.70459
-122.42347,47.67993
-122.42285,47.67856
-122.13467,47.7063
-122.42175,47.67632
-122.13446,47.70818
-122.13424,47.71022
-122.42016,47.67289
-122.13398,47.71193
-122.13391,47.71271
-122.13381,47.71362
-122.4191,47.67061
-122.1336,47.71549
-122.13336,47.71756
-122.13318,47.71926
-122.13297,47.72116
-122.41558,47.66302
-122.13283,47.72228
-122.13276,47.72303
-122.41453,47.66079
-122.13254,47.72511
-122.41365,47.65887
-122.13233,47.72699
-122.41283,47.65723
-122.41234,47.65618
-122.13205,47.72903
-122.41199,47.65543
-122.13184,47.73094
-122.41111,47.65352
-122.13178,47.73189
-122.13171,47.73262
-122.41023,47.65162
-122.13156,47.73355
-122.13151,47.7345
-122.40939,47.64981
-122.13135,47.73546
-122.13128,47.73657
-122.13103,47.7383
-122.40754,47.64592
-122.13078,47.74034
-122.40671,47.64407
-122.13062,47.74205
-122.40582,47.64226
-122.13036,47.74411
-122.1302,47.7458
-122.40411,47.63846
-122.13,47.74773
-122.40319,47.63658
-122.40232,47.6347
-122.12952,47.75148
-122.12938,47.75262
-122.12931,47.75336
-122.1291,47.75528
-122.39944,47.62862
-122.39896,47.62755
-122.12888,47.75696
-122.12867,47.75887
-122.12853,47.76041
-122.39685,47.62303
-122.12828,47.76247
-122.12814,47.76361
-122.12804,47.76455
-122.12783,47.76609
-122.12783,47.76609
-122.39353,47.61589
-122.12746,47.7697
-122.39263,47.61395
-122.12719,47.77177
-122.12698,47.77368
-122.12684,47.77484
-122.12677,47.77579
-122.39003,47.60834
-122.38946,47.6072
-122.1265,47.77808
-122.12629,47.77995
-122.38741,47.60269
-122.1256,47.78568
-122.38565,47.59892
-122.38495,47.59743
-122.1254,47.7876
-122.12515,47.78969
-122.12494,47.7916
-122.38234,47.59177
-122.12478,47.79332
-122.38143,47.58989
-122.12457,47.79524
-122.38108,47.58905
-122.38055,47.58801
-122.12438,47.79737
-122.38002,47.58686
-122.37967,47.58612
-122.12416,47.79928
-122.37918,47.58499
-122.37884,47.58421
-122.12375,47.80293
-122.12368,47.80408
-122.37705,47.58046
-122.12353,47.80501
-122.3763,47.57877
-122.12334,47.80673
-122.37579,47.57778
-122.37544,47.57704
-122.12318,47.8085
-122.37509,47.5762
-122.37458,47.57515
-122.12297,47.81041
-122.37403,47.57401
-122.37355,47.57286
-122.12276,47.81269
-122.37321,47.57213
-122.12258,47.81442
-122.37234,47.57024
-122.37177,47.56911
-122.12233,47.81655
-122.37142,47.56824
-122.12217,47.81831
-122.37058,47.56642
-122.37005,47.56531
-122.36741,47.55963
-122.12135,47.826
-122.36699,47.55874
-122.36648,47.55771
-122.12114,47.82814
-122.36607,47.55684
-122.36572,47.55611
-122.12093,47.82985
-122.36476,47.55396
-122.12071,47.83201
-122.36424,47.55283
-122.36382,47.55204
-122.36347,47.55116
-122.36291,47.55002
-122.12032,47.83607
-122.36263,47.54942
-122.36206,47.54818
-122.36171,47.54739
-122.36126,47.54636
-122.36085,47.54558
-122.36037,47.5445
-122.11952,47.84322
-122.11916,47.84672
-122.35769,47.5388
-122.11894,47.84848
-122.11874,47.85063
-122.35579,47.53463
-122.11853,47.85258
-122.35487,47.53271
-122.35396,47.53081
-122.35309,47.52887
-122.3522,47.52695
-122.3515,47.52546
-122.35062,47.52356
-122.11712,47.86543
-122.34791,47.51778
-122.34533,47.51216
-122.34438,47.51019
-122.3434,47.508
-122.11489,47.88487
-122.3408,47.50232
-122.11475,47.88643
-122.33988,47.50046
-122.11452,47.88861
-122.33901,47.49857
-122.33812,47.49664
-122.33723,47.49477
-122.33636,47.49287
-122.33107,47.48151
-122.33022,47.47961
-122.32919,47.47737
-122.11205,47.91128
-122.11191,47.91287
-122.32833,47.47546
-122.32748,47.47357
-122.11149,47.91687
-122.11128,47.91887
-122.3215,47.4587
-122.321,47.45717
-122.31505,47.43663
-122.31452,47.43459
-122.31403,47.43235
-122.30962,47.38989
-122.30962,47.386
-122.30966,47.38408
-122.30962,47.38211
-122.30966,47.38017
-122.30962,47.37827
-122.30966,47.37612
-122.30966,47.37398
-122.30969,47.3719
-122.30966,47.37011
-122.30969,47.36797
-122.30969,47.36586
-122.30969,47.36417
-122.30966,47.36234
-122.30969,47.35867
-122.30969,47.35648
-122.30969,47.35249
-122.30966,47.34907
-122.30966,47.34674
-122.30969,47.34325
-122.30966,47.31397
-122.30966,47.31178
-122.30969,47.30983
-122.30966,47.30787
-122.18507,47.80948
-122.19207,47.43993
-122.21396,47.74691
-122.09937,47.36362
-122.10395,47.36518
-122.15198,47.38161
-122.15515,47.38268
-122.15797,47.38366
-122.21809,47.40422
-122.22311,47.40596
-122.26825,47.42132
-122.27142,47.42239
-122.2744,47.42345
-122.27741,47.42444
-122.30311,47.43324
-122.31155,47.43613
-122.32878,47.44199
-122.3315,47.44292
-122.34306,47.44684
-122.34551,47.44767
-122.34856,47.44872
-122.37067,47.45609
-122.3734,47.45698
-122.37932,47.45892
-122.38206,47.45982
-122.40129,47.4661
-122.40389,47.46694
-122.40692,47.46794
-122.40995,47.46894
-122.41284,47.46988
-122.41861,47.47174
-122.42471,47.47371
-122.42777,47.47472
-122.43006,47.47545
-122.43671,47.4776
-122.43913,47.47842
-122.44235,47.47943
-122.44537,47.4804
-122.44867,47.48149
-122.45143,47.4824
-122.45432,47.48333
-122.45551,47.4837
-122.45677,47.4841
-122.45938,47.48497
-122.46749,47.48757
-122.47099,47.48868
-122.47325,47.48946
-122.47614,47.49037
-122.48238,47.49239
-122.48396,47.49289
-122.48509,47.49329
-122.49425,47.49622
-122.49714,47.49716
-122.49941,47.49792
-122.5163,47.50342
-122.51891,47.50424
-122.52178,47.50521
-122.52413,47.50594
-122.53464,47.50937
-122.55757,47.51683
-122.56018,47.5177
-122.56265,47.51848
-122.56524,47.51931
-122.56842,47.52036
-122.59235,47.52821
-122.59541,47.52919
-122.6101,47.53395
-122.61326,47.535
-121.99061,47.71632
-121.98985,47.71609
-121.98917,47.71582
-121.98841,47.71555
-121.98747,47.71525
-121.98072,47.71289
-121.97979,47.7126
-121.97894,47.7123
-121.97633,47.71138
-121.97176,47.70981
-121.97083,47.7095
-122.68665,47.55893
-122.68954,47.55986
-122.256,47.72974
-122.81757,47.7348
-122.14146,47.59634
-122.8468,47.74444
-122.84816,47.74644
-122.14078,47.60284
-122.84933,47.74821
-122.85159,47.75162
-122.14029,47.60781
-122.14009,47.60944
-122.8544,47.75589
-122.13994,47.61107
-122.13954,47.61475
-122.85921,47.76302
-122.1392,47.61804
-122.13867,47.62359
-122.1386,47.62429
-122.13844,47.62527
-122.1379,47.63095
-122.13776,47.63246
-122.13755,47.63411
-122.13741,47.63589
-122.13693,47.64034
-122.13684,47.64137
-122.13677,47.64203
-122.13666,47.64294
-122.13607,47.64868
-122.13604,47.64954
-122.13597,47.65018
-122.13585,47.65124
-122.13577,47.65215
-122.1357,47.65283
-122.13563,47.65347
-122.1355,47.65446
-122.13542,47.65553
-122.13529,47.65646
-122.13522,47.65711
-122.13515,47.6581
-122.13508,47.65878
-122.13501,47.65956
-122.13494,47.66041
-122.13487,47.66107
-122.13474,47.66208
-122.13467,47.66277
-122.13459,47.66377
-122.13452,47.66456
-122.13424,47.66707
-122.13412,47.66808
-122.13405,47.66876
-122.13395,47.66977
-122.13388,47.67042
-122.13381,47.67112
-122.13371,47.6721
-122.13371,47.67274
-122.13364,47.67343
-122.13339,47.67522
-122.13336,47.67613
-122.13325,47.67708
-122.13318,47.67792
-122.13309,47.67879
-122.13297,47.67978
-122.1329,47.68048
-122.13268,47.68227
-122.13262,47.68313
-122.13219,47.68713
-122.13212,47.68783
-122.13206,47.68881
-122.13199,47.6895
-122.13184,47.69049
-122.13177,47.69128
-122.13171,47.69215
-122.13156,47.69319
-122.13149,47.69384
-122.13128,47.69593
-122.13116,47.69687
-122.1311,47.6976
-122.131,47.69854
-122.13093,47.69928
-122.13089,47.70026
-122.13075,47.70099
-122.13071,47.70194
