"longitude","latitude"
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.9
-122,47.7
-122,47.8
-122,47.9
-122,47.8
-122,47.9
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.9
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.9
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.9
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.9
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,48.0
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.3
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.3
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.3
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.3
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.3
-122,47.8
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.3
-122,47.7
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.3
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.3
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.3
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.3
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.3
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.3
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.3
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.3
-122,47.8
-122,47.3
-122,47.6
-122,47.8
-122,47.8
-122,47.3
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.3
-122,47.6
-122,47.8
-122,47.7
-122,47.3
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.3
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.3
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.3
-122,47.6
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.6
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.4
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.4
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.4
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.4
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.5
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.5
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.5
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.5
-122,47.7
-122,47.7
-122,47.7
-122,47.5
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.5
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.5
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.5
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.5
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.5
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.5
-122,47.7
-122,47.7
-122,47.8
-122,47.5
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.5
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.5
-122,47.7
-122,47.8
-122,47.8
-122,47.5
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.5
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.6
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.6
-122,47.7
-122,47.9
-122,47.7
-122,47.6
-122,47.7
-122,47.9
-122,47.7
-122,47.6
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.6
-122,47.9
-122,47.6
-122,47.9
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.9
-122,47.6
-122,47.9
-122,47.7
-122,47.9
-122,47.6
-122,47.7
-122,47.6
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.9
-122,47.7
-122,47.9
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.7
-122,47.7
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.6
-122,47.8
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,48.0
-122,47.8
-122,47.6
-122,48.0
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.7
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.0
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.5
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.5
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.5
-122,47.8
-122,48.0
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,48.1
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.8
-122,47.9
-122,47.8
-122,47.7
-122,47.9
-122,47.8
-122,47.7
-122,47.9
-122,47.8
-122,47.8
-122,47.9
-122,47.9
-122,47.8
-122,47.9
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.8
-122,47.7
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.7
-122,47.8
-122,47.8
-122,47.6
-122,47.7
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.8
-122,47.6
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,48.0
-122,47.7
-122,47.8
-122,47.4
-122,47.6
-122,47.8
-122,47.7
-122,47.7
-122,47.6
-122,47.8
-122,47.8
-122,47.6
-122,47.8
-122,47.7
-122,47.7
